index,question,match_time(s),matched_fields
130,在2019年11月16日，使用中信行业分类标准，股票代码003004是属于哪个一级行业的?,0.05,"A股公司行业划分表-行业划分标准, A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 港股票日行情表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
131,"我想了解一下红塔红土基金管理有限公司2019年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",0.069,"基金基本信息表-管理费率, 基金基本信息表-管理人, 基金基本信息表-托管费率, 基金基本信息表-基金简称, 基金规模变动表-基金简称, 基金债券持仓明细表-基金简称, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
132,我想知道股票000809在申万行业分类下的二级行业是什么？用最新的数据。,0.05,"A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, A股公司行业划分表-交易日期, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
133,请帮我计算，代码为603108的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,0.117,"A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-市值, 基金可转债持仓明细表-对应股票代码, A股公司行业划分表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
134,"我想了解一下西部利得基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",0.075,"基金份额持有人结构表-基金简称, 基金基本信息表-管理费率, 基金基本信息表-托管费率, 基金基本信息表-管理人, 基金债券持仓明细表-基金简称, 基金基本信息表-基金简称, 基金规模变动表-基金简称, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
135,在2020年5月2日，使用中信行业分类标准，股票代码600483是属于哪个一级行业的?,0.06,"A股公司行业划分表-股票代码, A股公司行业划分表-行业划分标准, A股公司行业划分表-二级行业名称, A股公司行业划分表-一级行业名称, A股票日行情表-股票代码, A股公司行业划分表-交易日期, 港股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金可转债持仓明细表-对应股票代码, 基金份额持有人结构表-报告类型"
136,请帮我查询出20200713日，公用事业一级行业涨幅超过5%（不包含）的股票数量。,0.051,"A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股公司行业划分表-一级行业名称, A股票日行情表-股票代码, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, 港股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
137,20201231日，轻工制造一级行业有多少只A股股票？,0.047,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股票日行情表-成交量(股), A股票日行情表-股票代码, 基金股票持仓明细表-第N大重仓股, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
138,20200204日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,0.07,"A股票日行情表-最高价(元), A股票日行情表-今开盘(元), A股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-最高价(元), A股票日行情表-昨收盘(元), 港股票日行情表-成交量(股), A股票日行情表-成交金额(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
139,请帮我查询下，在2019年Q4季报报告中，007837基金的第一大重仓可转债同期还有多少只基金也进行了持仓？,0.064,"基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-数量, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-持仓日期, 基金可转债持仓明细表-基金代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
140,20200706日，一级行业为机械的股票的成交金额合计是多少？取整。,0.045,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, A股公司行业划分表-股票代码, A股票日行情表-交易日, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
141,我想知道2020年的年度报告中，机构投资者持有的份额占比超过75%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,0.075,"基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金股票持仓明细表-数量, 基金份额持有人结构表-定期报告所属年度, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期"
142,嘉实基金管理有限公司管理的其他型产品的数量有多少?,0.043,"基金基本信息表-管理人, 基金股票持仓明细表-数量, 基金基本信息表-基金类型, 基金可转债持仓明细表-数量, 基金日行情表-资产净值, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
143,在2020年12月年报(含半年报)中，富安达科技领航混合A基金持有市值最多的前10只股票中，所在证券市场是深圳证券交易所的有几个？,0.073,"基金股票持仓明细表-所在证券市场, 基金可转债持仓明细表-所在证券市场, 基金股票持仓明细表-市值, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-市值占基金资产净值比, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
144,"我想了解九泰聚鑫混合C基金,在2020年四季度的季报第1大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",0.075,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金股票持仓明细表-股票名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
